,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster
5064,0.0,56.0,0.0,1.0,0.0,2.0,4.0,0.0,43.0,3.0,2.0,2.0,2846.0,0.0,2846.0,0.747,2122.0,44.0,0.419,0.0,1.0
5065,1.0,49.0,0.0,4.0,1.0,2.0,4.0,0.0,42.0,5.0,1.0,4.0,7789.0,957.0,6832.0,0.724,3412.0,70.0,0.842,0.123,1.0
5066,0.0,44.0,0.0,4.0,5.0,2.0,4.0,0.0,32.0,6.0,3.0,4.0,1438.3,170.0,1268.3,0.889,2527.0,45.0,0.406,0.118,2.0
5067,0.0,48.0,0.0,2.0,0.0,1.0,5.0,0.0,37.0,5.0,2.0,4.0,2220.0,0.0,2220.0,0.737,2456.0,45.0,0.452,0.0,0.0
5069,1.0,46.0,0.0,2.0,2.0,1.0,5.0,0.0,36.0,6.0,2.0,1.0,5547.0,0.0,5547.0,0.85,4585.0,79.0,0.795,0.0,1.0
5070,1.0,37.0,0.0,2.0,2.0,0.0,4.0,0.0,36.0,4.0,3.0,3.0,1734.0,987.0,747.0,0.879,4727.0,67.0,0.914,0.569,2.0
5071,1.0,41.0,0.0,4.0,6.0,1.0,4.0,0.0,31.0,4.0,3.0,4.0,2934.0,933.0,2001.0,0.898,4253.0,66.0,0.737,0.318,2.0
5072,1.0,44.0,1.0,4.0,3.0,1.0,0.0,0.0,33.0,4.0,1.0,4.0,14527.0,2070.0,12457.0,0.525,3965.0,58.0,0.568,0.142,1.0
5073,1.0,48.0,0.0,4.0,5.0,2.0,4.0,0.0,37.0,6.0,3.0,4.0,2646.0,872.0,1774.0,0.865,4246.0,80.0,0.739,0.33,1.0
5074,1.0,47.0,1.0,3.0,0.0,2.0,3.0,0.0,38.0,5.0,3.0,3.0,8185.0,1556.0,6629.0,0.806,4527.0,83.0,0.93,0.19,2.0
5075,1.0,46.0,1.0,5.0,3.0,2.0,1.0,0.0,37.0,3.0,2.0,3.0,6340.0,1985.0,4355.0,0.403,3536.0,61.0,0.419,0.313,1.0
5076,1.0,62.0,1.0,1.0,2.0,2.0,3.0,0.0,51.0,6.0,2.0,3.0,5711.0,0.0,5711.0,0.583,4320.0,72.0,0.674,0.0,1.0
5077,1.0,46.0,0.0,3.0,1.0,2.0,4.0,0.0,34.0,4.0,3.0,4.0,2258.0,1600.0,658.0,0.607,4275.0,76.0,0.551,0.709,1.0
5078,0.0,43.0,0.0,2.0,5.0,0.0,4.0,0.0,25.0,5.0,2.0,4.0,2086.0,2007.0,79.0,1.051,2537.0,48.0,0.6,0.962,2.0
5079,1.0,44.0,0.0,3.0,0.0,1.0,1.0,0.0,34.0,3.0,1.0,2.0,3256.0,1013.0,2243.0,0.988,5079.0,81.0,0.841,0.311,1.0
5080,1.0,50.0,1.0,3.0,3.0,1.0,2.0,0.0,35.0,3.0,3.0,2.0,14854.0,2136.0,12718.0,0.568,3659.0,68.0,0.581,0.144,1.0
5081,1.0,49.0,1.0,4.0,0.0,0.0,0.0,0.0,41.0,3.0,1.0,1.0,7184.0,1207.0,5977.0,0.657,3244.0,58.0,1.0,0.168,0.0
5082,1.0,48.0,1.0,3.0,6.0,3.0,1.0,0.0,37.0,3.0,2.0,4.0,6541.0,1119.0,5422.0,0.496,3902.0,63.0,0.432,0.171,2.0
5083,1.0,62.0,1.0,0.0,5.0,2.0,1.0,0.0,52.0,6.0,1.0,2.0,9065.0,641.0,8424.0,0.788,4693.0,83.0,0.627,0.071,2.0
5084,0.0,54.0,1.0,2.0,5.0,2.0,1.0,0.0,50.0,2.0,1.0,3.0,3682.0,2517.0,1165.0,0.379,1642.0,35.0,0.25,0.684,1.0
5086,0.0,46.0,0.0,4.0,2.0,1.0,5.0,0.0,36.0,4.0,3.0,4.0,2286.0,0.0,2286.0,1.057,2798.0,40.0,0.481,0.0,1.0
5087,1.0,57.0,1.0,3.0,3.0,2.0,3.0,0.0,38.0,4.0,3.0,1.0,12663.0,1028.0,11635.0,0.791,3297.0,54.0,0.688,0.081,2.0
5088,1.0,48.0,0.0,2.0,0.0,2.0,4.0,0.0,35.0,3.0,3.0,1.0,1438.3,816.0,622.3,0.842,4777.0,69.0,0.917,0.567,1.0
5089,1.0,39.0,0.0,5.0,2.0,2.0,4.0,0.0,33.0,5.0,2.0,2.0,1438.3,668.0,770.3,0.931,5205.0,78.0,0.773,0.464,0.0
5090,1.0,45.0,0.0,3.0,3.0,1.0,5.0,0.0,34.0,4.0,2.0,1.0,5056.0,0.0,5056.0,0.905,4428.0,78.0,0.696,0.0,1.0
5091,0.0,53.0,0.0,0.0,2.0,2.0,4.0,0.0,40.0,4.0,1.0,4.0,1438.3,0.0,1438.3,0.503,2014.0,53.0,0.472,0.0,0.0
5094,1.0,43.0,1.0,2.0,0.0,1.0,3.0,0.0,24.0,6.0,1.0,4.0,1669.0,0.0,1669.0,0.698,3591.0,59.0,0.788,0.0,2.0
5097,1.0,49.0,0.0,2.0,3.0,1.0,4.0,0.0,39.0,5.0,3.0,1.0,2992.0,1845.0,1147.0,0.707,4339.0,84.0,0.75,0.617,1.0
5098,1.0,38.0,0.0,1.0,1.0,2.0,4.0,0.0,26.0,5.0,2.0,4.0,1934.0,985.0,949.0,0.72,4019.0,78.0,0.857,0.509,1.0
5100,1.0,42.0,0.0,4.0,5.0,2.0,4.0,0.0,36.0,6.0,2.0,1.0,1734.0,0.0,1734.0,0.593,4092.0,76.0,1.054,0.0,2.0
5101,1.0,42.0,0.0,4.0,5.0,2.0,4.0,0.0,32.0,3.0,3.0,4.0,1438.3,838.0,600.3,0.61,3910.0,75.0,0.63,0.583,2.0
5103,1.0,48.0,1.0,2.0,5.0,2.0,1.0,0.0,44.0,3.0,1.0,2.0,9673.0,0.0,9673.0,0.655,3541.0,87.0,0.851,0.0,2.0
5104,1.0,56.0,0.0,2.0,1.0,2.0,1.0,0.0,38.0,5.0,1.0,4.0,3609.0,1026.0,2583.0,0.67,4318.0,81.0,0.588,0.284,2.0
5105,0.0,39.0,0.0,2.0,5.0,2.0,4.0,0.0,36.0,4.0,3.0,1.0,1438.3,576.0,862.3,0.849,2567.0,48.0,0.6,0.4,2.0
5106,1.0,39.0,1.0,2.0,2.0,2.0,1.0,0.0,26.0,6.0,3.0,2.0,6423.0,0.0,6423.0,1.051,4295.0,70.0,0.795,0.0,1.0
5107,0.0,48.0,0.0,3.0,2.0,1.0,1.0,0.0,31.0,6.0,3.0,4.0,14899.0,0.0,14899.0,0.381,1519.0,26.0,0.368,0.0,1.0
5108,1.0,52.0,0.0,2.0,0.0,1.0,1.0,0.0,41.0,3.0,1.0,1.0,3224.0,2111.0,1113.0,0.601,3707.0,74.0,0.682,0.655,2.0
5109,1.0,44.0,0.0,3.0,3.0,1.0,4.0,0.0,34.0,5.0,3.0,2.0,4135.0,1606.0,2529.0,0.734,3334.0,56.0,0.6,0.388,2.0
5110,1.0,44.0,1.0,1.0,6.0,1.0,2.0,0.0,33.0,6.0,2.0,3.0,4969.0,1187.0,3782.0,0.714,3878.0,82.0,0.783,0.239,1.0
5111,1.0,41.0,0.0,3.0,0.0,2.0,1.0,0.0,37.0,3.0,3.0,3.0,8376.0,1219.0,7157.0,0.644,4015.0,77.0,0.75,0.146,1.0
5114,1.0,49.0,1.0,3.0,3.0,1.0,2.0,0.0,29.0,4.0,3.0,1.0,1438.3,535.0,903.3,0.678,3016.0,80.0,0.739,0.372,1.0
5118,1.0,45.0,0.0,3.0,2.0,3.0,4.0,0.0,32.0,6.0,1.0,3.0,2900.0,2018.0,882.0,0.705,4467.0,79.0,0.756,0.696,1.0
5120,1.0,41.0,0.0,4.0,1.0,2.0,4.0,0.0,36.0,4.0,3.0,4.0,2687.0,1317.0,1370.0,0.58,4096.0,76.0,0.727,0.49,1.0
5121,1.0,40.0,0.0,3.0,3.0,0.0,1.0,0.0,28.0,4.0,1.0,4.0,4464.0,1418.0,3046.0,0.92,3870.0,73.0,0.46,0.318,1.0
5122,1.0,51.0,0.0,2.0,2.0,2.0,1.0,0.0,45.0,5.0,1.0,3.0,1438.3,869.0,569.3,0.791,4124.0,59.0,0.967,0.604,1.0
5124,1.0,42.0,1.0,4.0,5.0,1.0,2.0,0.0,36.0,5.0,3.0,3.0,2966.0,2371.0,595.0,0.969,4416.0,83.0,0.844,0.799,1.0
5125,1.0,38.0,0.0,2.0,3.0,1.0,1.0,0.0,31.0,4.0,2.0,4.0,1593.0,1091.0,502.0,0.87,4136.0,67.0,0.718,0.685,1.0
5126,1.0,41.0,0.0,2.0,5.0,2.0,4.0,0.0,31.0,5.0,3.0,3.0,2450.0,1490.0,960.0,0.747,3778.0,64.0,0.684,0.608,1.0
5127,1.0,53.0,0.0,3.0,2.0,0.0,4.0,0.0,42.0,3.0,2.0,4.0,1529.0,563.0,966.0,0.785,4220.0,83.0,0.844,0.368,1.0
5128,1.0,45.0,0.0,3.0,2.0,2.0,1.0,0.0,36.0,5.0,2.0,2.0,6274.0,883.0,5391.0,0.626,4726.0,82.0,0.708,0.141,1.0
5129,1.0,43.0,0.0,4.0,6.0,2.0,4.0,0.0,33.0,5.0,2.0,4.0,1438.3,0.0,1438.3,0.679,3932.0,62.0,0.771,0.0,0.0
5130,1.0,41.0,0.0,3.0,2.0,1.0,4.0,0.0,27.0,6.0,1.0,2.0,2134.0,1085.0,1049.0,0.656,4224.0,75.0,1.027,0.508,1.0
5131,1.0,50.0,1.0,1.0,0.0,1.0,3.0,0.0,33.0,5.0,3.0,2.0,17158.0,1211.0,15947.0,0.778,4153.0,91.0,0.685,0.071,1.0
5132,1.0,51.0,0.0,2.0,5.0,1.0,1.0,0.0,36.0,6.0,3.0,3.0,3359.0,873.0,2486.0,0.785,4572.0,81.0,0.688,0.26,1.0
5133,1.0,47.0,1.0,3.0,2.0,1.0,3.0,0.0,41.0,6.0,1.0,4.0,11997.0,1424.0,10573.0,0.749,4125.0,80.0,0.86,0.119,1.0
5134,1.0,41.0,0.0,2.0,2.0,1.0,4.0,0.0,32.0,3.0,3.0,2.0,3302.0,1980.0,1322.0,0.625,3899.0,65.0,0.711,0.6,1.0
5135,0.0,55.0,0.0,3.0,3.0,2.0,1.0,0.0,47.0,5.0,4.0,3.0,2687.0,1689.0,998.0,0.714,2370.0,34.0,0.789,0.629,0.0
5136,1.0,53.0,0.0,3.0,4.0,1.0,4.0,0.0,43.0,4.0,3.0,4.0,1438.3,0.0,1438.3,0.939,4075.0,71.0,0.614,0.0,1.0
5138,0.0,53.0,1.0,1.0,4.0,2.0,2.0,0.0,46.0,6.0,2.0,4.0,4573.0,2076.0,2497.0,0.839,2720.0,46.0,0.484,0.454,1.0
5139,0.0,48.0,0.0,5.0,2.0,1.0,4.0,0.0,40.0,4.0,3.0,2.0,2860.0,2517.0,343.0,0.38,1544.0,45.0,0.364,0.88,1.0
5140,1.0,46.0,0.0,3.0,5.0,1.0,1.0,0.0,36.0,6.0,3.0,2.0,13387.0,0.0,13387.0,0.746,3706.0,81.0,0.62,0.0,1.0
5141,1.0,46.0,0.0,2.0,3.0,2.0,4.0,0.0,36.0,3.0,3.0,4.0,2283.0,1020.0,1263.0,0.944,3687.0,68.0,1.125,0.447,0.0
5142,0.0,47.0,0.0,4.0,6.0,1.0,4.0,0.0,36.0,3.0,3.0,3.0,2033.0,228.0,1805.0,0.904,2572.0,43.0,0.72,0.112,1.0
5143,1.0,49.0,0.0,5.0,3.0,1.0,1.0,0.0,33.0,6.0,3.0,2.0,2506.0,1549.0,957.0,0.752,4747.0,91.0,0.936,0.618,1.0
5144,1.0,47.0,0.0,1.0,5.0,2.0,4.0,0.0,36.0,5.0,2.0,3.0,1438.3,735.0,703.3,0.762,4220.0,87.0,0.673,0.511,0.0
5146,1.0,54.0,0.0,2.0,5.0,2.0,4.0,0.0,41.0,5.0,2.0,4.0,1438.3,814.0,624.3,0.675,4217.0,72.0,0.5,0.566,1.0
5147,1.0,41.0,1.0,2.0,2.0,1.0,3.0,0.0,35.0,3.0,3.0,4.0,10873.0,1514.0,9359.0,0.879,5089.0,82.0,0.783,0.139,1.0
5148,0.0,39.0,0.0,4.0,0.0,1.0,1.0,0.0,28.0,4.0,2.0,4.0,7596.0,2199.0,5397.0,0.633,2164.0,45.0,0.5,0.289,0.0
5149,0.0,54.0,0.0,3.0,0.0,1.0,4.0,0.0,44.0,5.0,3.0,2.0,2921.0,2412.0,509.0,0.823,2612.0,33.0,0.375,0.826,0.0
5150,1.0,42.0,0.0,3.0,3.0,2.0,1.0,0.0,30.0,4.0,2.0,3.0,10136.0,0.0,10136.0,0.428,4429.0,78.0,0.472,0.0,2.0
5151,1.0,52.0,0.0,3.0,3.0,1.0,4.0,0.0,36.0,4.0,2.0,3.0,2187.0,1094.0,1093.0,0.843,4222.0,61.0,0.649,0.5,1.0
5152,1.0,60.0,0.0,0.0,5.0,2.0,4.0,0.0,48.0,3.0,2.0,3.0,3302.0,2517.0,785.0,0.785,4613.0,85.0,0.932,0.762,1.0
5155,0.0,51.0,0.0,1.0,6.0,1.0,4.0,0.0,32.0,5.0,3.0,3.0,1438.3,0.0,1438.3,0.905,2585.0,45.0,0.5,0.0,2.0
5156,1.0,48.0,1.0,3.0,2.0,2.0,3.0,0.0,37.0,3.0,3.0,2.0,3034.0,468.0,2566.0,0.553,4172.0,66.0,0.784,0.154,1.0
5157,1.0,46.0,0.0,1.0,6.0,2.0,4.0,0.0,40.0,4.0,2.0,2.0,1438.3,0.0,1438.3,0.756,4692.0,91.0,0.596,0.0,1.0
5158,1.0,50.0,0.0,2.0,2.0,2.0,5.0,0.0,36.0,6.0,2.0,4.0,2611.0,1824.0,787.0,0.711,4232.0,80.0,0.633,0.699,1.0
5159,1.0,54.0,0.0,2.0,1.0,1.0,1.0,0.0,43.0,5.0,3.0,2.0,2222.0,1398.0,824.0,0.785,3960.0,79.0,0.756,0.629,1.0
5160,0.0,37.0,0.0,2.0,2.0,0.0,4.0,0.0,30.0,3.0,3.0,4.0,3328.0,2517.0,811.0,0.553,2196.0,47.0,0.621,0.756,1.0
5162,1.0,54.0,0.0,4.0,0.0,2.0,5.0,0.0,48.0,3.0,2.0,2.0,9723.0,1307.0,8416.0,0.803,4043.0,76.0,0.9,0.134,0.0
5165,0.0,39.0,0.0,4.0,3.0,2.0,5.0,0.0,36.0,3.0,2.0,4.0,12405.0,0.0,12405.0,0.949,3151.0,39.0,0.444,0.0,2.0
5167,1.0,51.0,0.0,2.0,6.0,1.0,4.0,0.0,33.0,3.0,1.0,4.0,4941.0,786.0,4155.0,0.833,3822.0,50.0,1.083,0.159,0.0
5168,0.0,30.0,0.0,1.0,5.0,0.0,4.0,0.0,19.0,6.0,1.0,2.0,1644.0,0.0,1644.0,0.82,2533.0,44.0,0.517,0.0,1.0
5169,1.0,34.0,0.0,2.0,2.0,2.0,5.0,0.0,24.0,6.0,3.0,3.0,3095.0,2010.0,1085.0,0.668,3901.0,77.0,0.711,0.649,1.0
5170,1.0,60.0,0.0,0.0,2.0,3.0,4.0,0.0,36.0,4.0,3.0,1.0,3828.0,0.0,3828.0,0.599,4470.0,58.0,0.812,0.0,2.0
5171,1.0,49.0,0.0,2.0,5.0,2.0,4.0,0.0,36.0,6.0,2.0,2.0,2182.0,1722.0,460.0,0.937,5377.0,86.0,0.654,0.789,1.0
5172,1.0,51.0,1.0,2.0,6.0,2.0,2.0,0.0,42.0,3.0,3.0,2.0,13906.0,1430.0,12476.0,0.772,3856.0,68.0,1.061,0.103,2.0
5173,1.0,50.0,1.0,1.0,3.0,1.0,3.0,0.0,36.0,6.0,3.0,2.0,10588.0,994.0,9594.0,0.786,4623.0,84.0,0.585,0.094,1.0
5175,0.0,50.0,0.0,2.0,4.0,1.0,5.0,0.0,36.0,5.0,2.0,4.0,4045.0,0.0,4045.0,0.66,2438.0,41.0,0.464,0.0,1.0
5176,1.0,40.0,1.0,4.0,2.0,1.0,3.0,0.0,36.0,3.0,3.0,2.0,2165.0,1465.0,700.0,0.622,3672.0,64.0,0.73,0.677,1.0
5177,0.0,34.0,0.0,2.0,2.0,1.0,4.0,0.0,29.0,5.0,2.0,2.0,5845.0,0.0,5845.0,0.504,2308.0,35.0,0.591,0.0,0.0
5178,1.0,50.0,1.0,2.0,6.0,2.0,0.0,0.0,37.0,6.0,3.0,4.0,15341.0,1016.0,14325.0,0.709,2916.0,65.0,0.548,0.066,2.0
5179,1.0,45.0,1.0,4.0,0.0,1.0,2.0,0.0,26.0,6.0,2.0,2.0,3035.0,1498.0,1537.0,0.903,4275.0,67.0,0.675,0.494,1.0
5180,1.0,45.0,0.0,3.0,3.0,2.0,5.0,0.0,25.0,4.0,2.0,1.0,1986.0,1042.0,944.0,0.593,4303.0,59.0,0.788,0.525,2.0
5182,0.0,43.0,0.0,5.0,5.0,2.0,4.0,0.0,36.0,5.0,3.0,4.0,2689.0,2384.0,305.0,0.365,1941.0,53.0,0.656,0.887,1.0
5184,1.0,47.0,0.0,4.0,2.0,2.0,4.0,0.0,37.0,4.0,3.0,2.0,1438.3,780.0,658.3,0.66,4422.0,59.0,0.844,0.542,1.0
5185,0.0,42.0,0.0,2.0,5.0,2.0,4.0,0.0,23.0,4.0,2.0,3.0,1443.0,0.0,1443.0,0.529,2092.0,38.0,0.31,0.0,1.0
5186,1.0,51.0,0.0,4.0,2.0,2.0,4.0,0.0,39.0,3.0,2.0,1.0,2847.0,2082.0,765.0,0.787,3672.0,59.0,0.553,0.731,1.0
5187,1.0,44.0,1.0,5.0,3.0,2.0,3.0,0.0,37.0,4.0,2.0,3.0,15638.0,1729.0,13909.0,0.843,4396.0,83.0,0.566,0.111,1.0
5188,1.0,43.0,1.0,2.0,4.0,1.0,0.0,0.0,36.0,3.0,3.0,2.0,10700.0,1346.0,9354.0,0.639,4054.0,68.0,0.7,0.126,1.0
5189,0.0,44.0,0.0,2.0,2.0,2.0,4.0,0.0,36.0,5.0,2.0,4.0,1438.3,0.0,1438.3,0.421,1944.0,36.0,0.5,0.0,1.0
5190,0.0,50.0,0.0,1.0,4.0,1.0,1.0,0.0,41.0,6.0,3.0,3.0,1694.0,479.0,1215.0,0.838,2349.0,42.0,0.312,0.283,0.0
5192,1.0,42.0,0.0,3.0,2.0,2.0,4.0,0.0,35.0,3.0,2.0,2.0,2555.0,1587.0,968.0,1.088,4193.0,79.0,0.881,0.621,1.0
5193,1.0,55.0,0.0,2.0,6.0,2.0,4.0,0.0,36.0,3.0,1.0,2.0,2850.0,2517.0,333.0,0.625,4320.0,85.0,0.735,0.883,1.0
5194,1.0,59.0,1.0,1.0,3.0,2.0,2.0,0.0,51.0,6.0,2.0,4.0,8973.0,1300.0,7673.0,0.568,4699.0,72.0,0.714,0.145,0.0
5195,1.0,58.0,0.0,1.0,6.0,2.0,1.0,0.0,53.0,3.0,3.0,1.0,6960.0,1536.0,5424.0,0.437,3112.0,79.0,0.549,0.221,1.0
5196,1.0,60.0,0.0,2.0,0.0,1.0,4.0,0.0,41.0,6.0,2.0,2.0,4167.0,0.0,4167.0,0.917,5039.0,85.0,0.809,0.0,1.0
5197,1.0,49.0,0.0,2.0,5.0,1.0,5.0,0.0,36.0,4.0,3.0,2.0,5099.0,1178.0,3921.0,0.912,3819.0,82.0,0.864,0.231,1.0
5198,1.0,42.0,0.0,4.0,2.0,0.0,5.0,0.0,36.0,3.0,3.0,1.0,2782.0,1782.0,1000.0,0.853,4669.0,93.0,0.755,0.641,1.0
5199,1.0,44.0,0.0,3.0,2.0,1.0,4.0,0.0,27.0,3.0,1.0,4.0,1480.0,1017.0,463.0,1.008,5245.0,80.0,0.86,0.687,1.0
5200,1.0,56.0,1.0,1.0,3.0,2.0,3.0,0.0,45.0,4.0,1.0,3.0,5070.0,0.0,5070.0,1.01,3651.0,76.0,0.652,0.0,1.0
5201,1.0,52.0,1.0,2.0,6.0,2.0,3.0,0.0,41.0,3.0,3.0,1.0,2757.0,1425.0,1332.0,0.574,3992.0,76.0,1.054,0.517,1.0
5202,1.0,54.0,1.0,2.0,6.0,1.0,3.0,0.0,43.0,6.0,3.0,2.0,5774.0,1519.0,4255.0,0.458,4444.0,70.0,0.667,0.263,0.0
5205,1.0,43.0,0.0,2.0,6.0,1.0,4.0,0.0,31.0,6.0,3.0,3.0,2069.0,839.0,1230.0,0.923,4117.0,70.0,0.707,0.406,1.0
5206,1.0,47.0,0.0,4.0,2.0,1.0,4.0,0.0,37.0,3.0,1.0,3.0,2447.0,1973.0,474.0,0.476,4784.0,75.0,0.562,0.806,2.0
5207,1.0,56.0,0.0,1.0,5.0,1.0,4.0,0.0,47.0,6.0,1.0,2.0,3022.0,1627.0,1395.0,0.835,4390.0,82.0,0.783,0.538,2.0
5208,1.0,44.0,0.0,2.0,2.0,1.0,4.0,0.0,36.0,5.0,1.0,3.0,4473.0,0.0,4473.0,0.543,4047.0,56.0,0.75,0.0,1.0
5210,1.0,37.0,1.0,3.0,2.0,2.0,3.0,0.0,29.0,6.0,2.0,4.0,7199.0,1274.0,5925.0,0.639,4552.0,100.0,0.786,0.177,1.0
5211,1.0,49.0,0.0,2.0,2.0,1.0,4.0,0.0,38.0,3.0,4.0,2.0,1438.3,0.0,1438.3,0.584,4497.0,79.0,0.612,0.0,1.0
5212,0.0,51.0,0.0,2.0,6.0,2.0,4.0,0.0,43.0,5.0,3.0,2.0,3245.0,0.0,3245.0,0.553,1977.0,29.0,0.261,0.0,1.0
5213,1.0,47.0,0.0,5.0,6.0,2.0,1.0,0.0,40.0,4.0,3.0,4.0,3888.0,2517.0,1371.0,0.641,4377.0,88.0,0.725,0.647,1.0
5214,1.0,45.0,0.0,5.0,6.0,1.0,5.0,0.0,40.0,3.0,2.0,2.0,14728.0,0.0,14728.0,0.708,4660.0,85.0,0.735,0.0,1.0
5215,0.0,38.0,0.0,4.0,3.0,2.0,1.0,0.0,31.0,4.0,3.0,2.0,1438.3,0.0,1438.3,0.406,1986.0,52.0,0.486,0.0,1.0
5216,0.0,48.0,1.0,4.0,6.0,2.0,1.0,0.0,43.0,2.0,3.0,2.0,11272.0,1744.0,9528.0,0.347,1455.0,34.0,0.214,0.155,1.0
5217,1.0,49.0,0.0,3.0,2.0,3.0,4.0,0.0,36.0,4.0,3.0,3.0,2705.0,1681.0,1024.0,0.577,4265.0,87.0,0.776,0.621,1.0
5218,1.0,41.0,1.0,4.0,2.0,1.0,3.0,0.0,27.0,4.0,2.0,4.0,12270.0,0.0,12270.0,0.543,4578.0,67.0,0.811,0.0,1.0
5219,1.0,54.0,0.0,2.0,5.0,2.0,4.0,0.0,43.0,6.0,1.0,4.0,3006.0,633.0,2373.0,0.733,5177.0,66.0,0.65,0.211,2.0
5220,1.0,39.0,1.0,2.0,5.0,2.0,3.0,0.0,36.0,6.0,2.0,4.0,7901.0,1184.0,6717.0,0.863,3667.0,66.0,0.784,0.15,1.0
5221,1.0,38.0,1.0,0.0,3.0,2.0,3.0,0.0,29.0,3.0,3.0,2.0,5983.0,1885.0,4098.0,0.601,4141.0,65.0,0.711,0.315,1.0
5222,1.0,64.0,1.0,0.0,0.0,2.0,1.0,0.0,53.0,6.0,3.0,2.0,7362.0,1907.0,5455.0,0.693,4065.0,65.0,0.711,0.259,1.0
5223,1.0,55.0,1.0,2.0,1.0,2.0,3.0,0.0,36.0,6.0,3.0,3.0,3046.0,2415.0,631.0,0.492,3153.0,57.0,0.583,0.793,1.0
5226,1.0,44.0,0.0,5.0,2.0,2.0,5.0,0.0,37.0,3.0,1.0,1.0,17785.0,1259.0,16526.0,0.806,3890.0,72.0,1.118,0.071,0.0
5227,1.0,55.0,1.0,2.0,3.0,2.0,0.0,0.0,49.0,6.0,3.0,4.0,3029.0,1505.0,1524.0,0.56,2394.0,50.0,0.471,0.497,1.0
5228,1.0,58.0,1.0,0.0,2.0,0.0,5.0,0.0,36.0,4.0,2.0,2.0,9097.0,1656.0,7441.0,0.813,4174.0,85.0,0.7,0.182,1.0
5229,1.0,51.0,0.0,2.0,5.0,2.0,4.0,0.0,44.0,6.0,1.0,4.0,1438.3,0.0,1438.3,0.827,4488.0,84.0,0.826,0.0,1.0
5230,1.0,58.0,1.0,3.0,5.0,3.0,3.0,0.0,46.0,3.0,1.0,3.0,2375.0,1163.0,1212.0,0.917,4769.0,80.0,0.905,0.49,1.0
5231,0.0,47.0,0.0,3.0,2.0,3.0,4.0,0.0,36.0,5.0,2.0,2.0,8109.0,0.0,8109.0,0.601,1835.0,43.0,0.344,0.0,1.0
5233,1.0,42.0,0.0,3.0,5.0,1.0,5.0,0.0,30.0,3.0,2.0,1.0,3549.0,0.0,3549.0,0.584,3921.0,63.0,0.8,0.0,1.0
5234,1.0,45.0,1.0,5.0,2.0,2.0,4.0,0.0,36.0,4.0,2.0,1.0,2718.0,1474.0,1244.0,0.71,3542.0,59.0,0.639,0.542,1.0
5235,1.0,60.0,0.0,0.0,2.0,1.0,4.0,0.0,51.0,6.0,1.0,2.0,2230.0,1796.0,434.0,0.637,4929.0,61.0,0.488,0.805,1.0
5236,0.0,42.0,0.0,3.0,0.0,2.0,4.0,0.0,36.0,3.0,3.0,4.0,3802.0,1300.0,2502.0,0.627,2165.0,36.0,0.385,0.342,1.0
5237,1.0,55.0,0.0,2.0,5.0,1.0,4.0,0.0,43.0,6.0,2.0,3.0,2736.0,993.0,1743.0,1.06,4078.0,85.0,0.977,0.363,2.0
5238,1.0,51.0,0.0,2.0,3.0,1.0,4.0,0.0,37.0,3.0,2.0,1.0,2258.0,1250.0,1008.0,0.611,4368.0,75.0,0.596,0.554,1.0
5239,0.0,51.0,0.0,1.0,2.0,1.0,4.0,0.0,39.0,5.0,3.0,2.0,1438.3,0.0,1438.3,0.885,2492.0,35.0,0.296,0.0,1.0
5240,0.0,65.0,1.0,2.0,6.0,2.0,4.0,0.0,36.0,4.0,2.0,3.0,2954.0,2517.0,437.0,0.619,1909.0,28.0,0.474,0.852,1.0
5241,1.0,50.0,1.0,4.0,2.0,1.0,3.0,0.0,31.0,6.0,3.0,2.0,11882.0,1472.0,10410.0,0.413,3291.0,62.0,0.722,0.124,1.0
5242,1.0,49.0,0.0,3.0,5.0,1.0,4.0,0.0,36.0,5.0,3.0,4.0,1438.3,0.0,1438.3,0.929,4205.0,88.0,0.66,0.0,1.0
5243,1.0,38.0,0.0,2.0,2.0,2.0,4.0,0.0,25.0,6.0,2.0,2.0,1438.3,538.0,900.3,0.675,4093.0,73.0,0.659,0.374,1.0
5244,1.0,54.0,0.0,3.0,1.0,2.0,4.0,0.0,36.0,4.0,2.0,2.0,2778.0,743.0,2035.0,0.812,4515.0,74.0,0.51,0.267,1.0
5246,1.0,54.0,0.0,3.0,6.0,2.0,1.0,0.0,43.0,6.0,3.0,4.0,5632.0,1596.0,4036.0,0.951,3557.0,64.0,1.065,0.283,1.0
5247,0.0,49.0,0.0,3.0,2.0,2.0,5.0,0.0,38.0,1.0,2.0,4.0,11025.0,0.0,11025.0,0.501,1902.0,28.0,0.273,0.0,1.0
5248,1.0,43.0,0.0,1.0,2.0,2.0,4.0,0.0,38.0,3.0,3.0,3.0,2642.0,2377.0,265.0,0.829,4780.0,88.0,0.725,0.9,1.0
5252,1.0,43.0,0.0,3.0,3.0,3.0,5.0,0.0,36.0,3.0,3.0,2.0,8777.0,2517.0,6260.0,0.696,4551.0,83.0,0.729,0.287,1.0
